formula,trial,score,loss,equation,search_duration
newtons_universal_law_of_gravity,0.0,1.0,2750926553088.0,"(np.add((np.multiply((np.divide((np.multiply(M_sun, m_planets)), (np.divide(m_planets, m_planets)))), (np.divide((np.divide(G, r_distance_from_sun)), r_distance_from_sun)))), (power_minus1((np.abs((np.cos(m_planets))))))))",76.5747344493866
newtons_universal_law_of_gravity,1.0,0.029218689132502473,1.6928124149427599e+46,"(np.divide((np.log((np.multiply((power_3(m_planets)), (power_3(m_planets)))))), (np.multiply(G, G))))",151.03397822380066
newtons_universal_law_of_gravity,2.0,1.0,9.967030407088046e+17,"(np.multiply((np.multiply((np.add((np.subtract(m_planets, r_distance_from_sun)), G)), (np.divide(M_sun, r_distance_from_sun)))), (np.divide(G, r_distance_from_sun))))",13.479729175567627
newtons_universal_law_of_gravity,3.0,1.0,31344671326208.0,"(np.divide((np.divide((np.divide(M_sun, (np.sin(m_planets)))), (power_minus1((np.divide(G, r_distance_from_sun)))))), (np.divide((np.divide(r_distance_from_sun, (np.sin(m_planets)))), m_planets))))",109.3768720626831
newtons_universal_law_of_gravity,4.0,0.9257357265101535,1.2949928345651445e+45,"(np.multiply((np.log((power_3((power_3(m_planets)))))), (np.divide((power_3(m_planets)), (np.multiply((np.add(M_sun, M_sun)), M_sun))))))",172.90471744537354
newtons_universal_law_of_gravity,5.0,0.9137544230984854,1.5039183560540512e+45,"(np.multiply(m_planets, (np.tan((power_minus2((np.log(M_sun))))))))",121.38548970222473
newtons_universal_law_of_gravity,6.0,0.9679300720536029,5.592234993220892e+44,"(np.power((np.add((power_2((np.add(r_distance_from_sun, r_distance_from_sun)))), (power_minus2(G)))), (np.cos((np.sin(r_distance_from_sun))))))",181.72162628173828
newtons_universal_law_of_gravity,7.0,0.9131663271010677,1.5141733557585403e+45,"(np.multiply((np.power((np.subtract((np.add(r_distance_from_sun, m_planets)), (power_minus3(r_distance_from_sun)))), (power_3((np.cos(r_distance_from_sun)))))), (power_minus1((power_minus2((np.sin(r_distance_from_sun))))))))",181.40585041046143
newtons_universal_law_of_gravity,8.0,1.0,1.0022000490918707e+18,"(np.multiply((np.subtract((np.multiply((np.divide(M_sun, G)), (np.subtract(m_planets, r_distance_from_sun)))), (np.power((np.subtract(r_distance_from_sun, r_distance_from_sun)), (np.multiply(r_distance_from_sun, m_planets)))))), (power_minus1((power_2((np.divide(r_distance_from_sun, G))))))))",36.713626861572266
newtons_universal_law_of_gravity,9.0,1.0,0.0,"(np.multiply((np.divide((np.multiply(m_planets, M_sun)), (power_2(r_distance_from_sun)))), (np.abs(G))))",10.658688306808472
hooks_law,0.0,1.0,0.0,"(np.multiply(k, (np.subtract(current_length, (np.abs(original_length))))))",10.615923643112183
hooks_law,1.0,0.9997824170220927,1.2262543501359153,"(np.add((np.abs((np.add((np.divide(k, current_length)), (np.divide(current_length, original_length)))))), (np.multiply((np.power(k, (np.divide(current_length, current_length)))), (np.subtract(current_length, original_length))))))",17.568490505218506
hooks_law,2.0,1.0,0.0,"(np.abs((np.multiply((np.subtract(original_length, current_length)), k))))",58.70502042770386
hooks_law,3.0,0.15599085797625434,4756.667511011851,"(power_minus1((power_minus2((np.divide((np.multiply(current_length, k)), (np.subtract(k, current_length))))))))",141.33343195915222
hooks_law,4.0,0.9992893235322603,4.005231100734999,"(np.add((np.log(k)), (np.multiply((np.subtract(current_length, original_length)), k))))",14.598118543624878
hooks_law,5.0,1.0,1.0933485928618388e-26,"(np.multiply((np.add((np.subtract(k, original_length)), (np.subtract(current_length, k)))), (np.divide(k, (np.divide(k, k))))))",7.885318279266357
hooks_law,6.0,1.0,0.0,"(np.multiply((np.subtract(current_length, original_length)), (np.add(k, (np.sin((np.subtract(current_length, current_length))))))))",9.769731283187866
hooks_law,7.0,0.9999090479114563,0.5125878655737157,"(np.add((power_minus2(k)), (np.add((np.cos(k)), (np.multiply((np.subtract(current_length, original_length)), k))))))",2.3165557384490967
hooks_law,8.0,0.9992492354621006,4.23115948398711,"(np.add((np.log((np.divide((np.multiply(k, current_length)), original_length)))), (np.multiply((np.multiply((np.divide(original_length, original_length)), (np.subtract(current_length, original_length)))), k))))",122.26743865013123
hooks_law,9.0,0.9999999965067264,1.9687394609748957e-05,"(np.subtract((np.subtract((np.sin((power_minus1(original_length)))), (np.abs((power_minus1(current_length)))))), (np.add((np.multiply((np.subtract(original_length, current_length)), k)), (power_minus1(current_length))))))",48.86991596221924
